../data/bush_speeches_speech-3424.txt	George H. W. Bush	Remarks on the Signing of the Americans with Disabilities Act 	July 26, 1990
../data/bush_speeches_speech-5529.txt	George H. W. Bush	Address on Iraq&#8217;s Invasion of Kuwait 	August 8, 1990
../data/bush_speeches_speech-3425.txt	George H. W. Bush	Address Before a Joint Session of Congress 	September 11, 1990
../data/bush_speeches_speech-3426.txt	George H. W. Bush	Address to the United Nations 	October 1, 1990
../data/bush_speeches_speech-3427.txt	George H. W. Bush	Address to the Nation on the Budget 	October 2, 1990
../data/bush_speeches_speech-3428.txt	George H. W. Bush	Address to the Nation on the Invasion of Iraq 	January 16, 1991
../data/bush_speeches_speech-3429.txt	George H. W. Bush	State of the Union Address 	January 29, 1991
../data/bush_speeches_speech-5530.txt	George H. W. Bush	Address on the End of the Gulf War 	February 27, 1991
../data/bush_speeches_speech-3430.txt	George H. W. Bush	Address Before a Joint Session of Congress on the End of the Gulf War 	March 6, 1991
../data/bush_speeches_speech-5605.txt	George H. W. Bush	Press Conference with Mikhail Gorbachev 	July 31, 1991
../data/bush_speeches_speech-5531.txt	George H. W. Bush	State of the Union Address 	January 28, 1992
../data/bush_speeches_speech-3431.txt	George H. W. Bush	Republican National Convention 	August 20, 1992
../data/bush_speeches_speech-5532.txt	George H. W. Bush	Debate with Bill Clinton and Ross Perot 	October 11, 1992
../data/bush_speeches_speech-3984.txt	George H. W. Bush	Address on Somalia 	December 4, 1992
../data/bush_speeches_speech-3432.txt	George H. W. Bush	Remarks at Texas A&amp;M University 	December 15, 1992
../data/bush_speeches_speech-3433.txt	George H. W. Bush	Address at West Point 	January 5, 1993
../data/reagan_speeches_speech-3405.txt	Ronald Reagan	&#8220;A Time for Choosing&#8221; 	October 27, 1964
../data/reagan_speeches_speech-5842.txt	Ronald Reagan	Remarks at the Republican National Convention 	August 19, 1976
../data/reagan_speeches_speech-5852.txt	Ronald Reagan	Announcement for Presidential Candidacy 	November 13, 1979
../data/reagan_speeches_speech-3406.txt	Ronald Reagan	Republican National Convention 	July 17, 1980
../data/reagan_speeches_speech-3407.txt	Ronald Reagan	First Inaugural Address 	January 20, 1981
../data/reagan_speeches_speech-5853.txt	Ronald Reagan	First Press Conference 	January 29, 1981
../data/reagan_speeches_speech-5446.txt	Ronald Reagan	Address on the Program for Economic Recovery 	April 28, 1981
../data/reagan_speeches_speech-5854.txt	Ronald Reagan	Address at University of Notre Dame 	May 17, 1981
../data/reagan_speeches_speech-5855.txt	Ronald Reagan	Speech to the NAACP Annual Convention 	June 29, 1981
../data/reagan_speeches_speech-5676.txt	Ronald Reagan	Address on Federal Tax Reduction Legislation 	July 27, 1981
../data/reagan_speeches_speech-5452.txt	Ronald Reagan	Remarks on the Air Traffic Controllers Strike 	August 3, 1981
../data/reagan_speeches_speech-5447.txt	Ronald Reagan	Speech on the Strategic Arms Reduction Talks 	November 18, 1981
../data/reagan_speeches_speech-5448.txt	Ronald Reagan	Address to the Nation on Christmas and the Situation in Poland 	December 23, 1981
../data/reagan_speeches_speech-5679.txt	Ronald Reagan	State of the Union Address 	January 26, 1982
../data/reagan_speeches_speech-3408.txt	Ronald Reagan	Address to the British Parliament 	June 8, 1982
../data/reagan_speeches_speech-5449.txt	Ronald Reagan	Address to the Bundestag in West Germany 	June 9, 1982
../data/reagan_speeches_speech-5450.txt	Ronald Reagan	Speech to the United Nations General Assembly 	June 17, 1982
../data/reagan_speeches_speech-5677.txt	Ronald Reagan	Address on Tax and Budget Legislation 	August 16, 1982
../data/reagan_speeches_speech-5856.txt	Ronald Reagan	Speech to the Nation on U.S. Policy in the Middle East 	September 1, 1982
../data/reagan_speeches_speech-5453.txt	Ronald Reagan	Address to the Nation on Lebanon 	September 20, 1982
../data/reagan_speeches_speech-5680.txt	Ronald Reagan	State of the Union Address 	January 25, 1983
../data/reagan_speeches_speech-5857.txt	Ronald Reagan	Speech at the Conservative Political Action Conference 	February 18, 1983
../data/reagan_speeches_speech-3409.txt	Ronald Reagan	&#8220;Evil Empire&#8221; Speech 	March 8, 1983
../data/reagan_speeches_speech-5454.txt	Ronald Reagan	Address to the Nation on National Security 	March 23, 1983
../data/reagan_speeches_speech-5858.txt	Ronald Reagan	Address on Central America 	April 27, 1983
../data/reagan_speeches_speech-5859.txt	Ronald Reagan	Speech on the Soviet Attack on a Korean Airliner 	September 5, 1983
../data/reagan_speeches_speech-5860.txt	Ronald Reagan	Speech to the Nation on Lebanon and Grenada 	October 27, 1983
../data/reagan_speeches_speech-5455.txt	Ronald Reagan	Speech on the Creation of the Martin Luther King, Jr., National Holiday 	November 2, 1983
../data/reagan_speeches_speech-5456.txt	Ronald Reagan	Remarks on U.S. Casualties in Lebanon and Grenada 	November 4, 1983
../data/reagan_speeches_speech-5457.txt	Ronald Reagan	State of the Union Address 	January 25, 1984
../data/reagan_speeches_speech-5861.txt	Ronald Reagan	Address Announcing His Candidacy for Reelection 	January 29, 1984
../data/reagan_speeches_speech-5862.txt	Ronald Reagan	Remarks Honoring the Vietnam War’s Unknown Soldier 	May 28, 1984
../data/reagan_speeches_speech-5863.txt	Ronald Reagan	Remarks to the Citizens of Ballyporeen, Ireland 	June 3, 1984
../data/reagan_speeches_speech-3410.txt	Ronald Reagan	40th Anniversary of D-Day 	June 6, 1984
../data/reagan_speeches_speech-3411.txt	Ronald Reagan	Republican National Convention 	August 23, 1984
../data/reagan_speeches_speech-5459.txt	Ronald Reagan	Debate with Walter Mondale  	Domestic Issues
../data/reagan_speeches_speech-5463.txt	Ronald Reagan	Debate with Walter Mondale  	Defense and Foreign Policy
../data/reagan_speeches_speech-3923.txt	Ronald Reagan	Second Inaugural Address 	January 21, 1985
../data/reagan_speeches_speech-5681.txt	Ronald Reagan	State of the Union Address 	February 6, 1985
../data/reagan_speeches_speech-3412.txt	Ronald Reagan	Bergen-Belsen Concentration Camp 	May 5, 1985
../data/reagan_speeches_speech-3924.txt	Ronald Reagan	Speech on the Geneva Summit 	November 21, 1985
../data/reagan_speeches_speech-3413.txt	Ronald Reagan	Address on the Space Shuttle &#8220;Challenger&#8221; 	January 28, 1986
../data/reagan_speeches_speech-5682.txt	Ronald Reagan	State of the Union Address 	February 4, 1986
../data/reagan_speeches_speech-5864.txt	Ronald Reagan	Speech to the Nation on Air Strikes Against Libya 	April 14, 1986
../data/reagan_speeches_speech-5465.txt	Ronald Reagan	Speech to the Nation on the Campaign Against Drug Abuse 	September 14, 1986
../data/reagan_speeches_speech-5865.txt	Ronald Reagan	Address on the Meetings with Soviet Premier Gorbachev 	October 13, 1986
../data/reagan_speeches_speech-5678.txt	Ronald Reagan	Remarks on Signing the Tax Reform Act 	October 22, 1986
../data/reagan_speeches_speech-5683.txt	Ronald Reagan	State of the Union Address 	January 27, 1987
../data/reagan_speeches_speech-3414.txt	Ronald Reagan	Address to the Nation on Iran-Contra 	March 4, 1987
../data/reagan_speeches_speech-3415.txt	Ronald Reagan	Address from the Brandenburg Gate  	Berlin Wall
../data/reagan_speeches_speech-5866.txt	Ronald Reagan	Remarks at the Signing of the INF Treaty with Soviet Premier Gorbachev 	December 8, 1987
../data/reagan_speeches_speech-5867.txt	Ronald Reagan	Address to the Nation on the Soviet-U.S. Summit Meeting 	December 10, 1987
../data/reagan_speeches_speech-5684.txt	Ronald Reagan	State of the Union Address 	January 25, 1988
../data/reagan_speeches_speech-3416.txt	Ronald Reagan	Address at Moscow State University 	May 31, 1988
../data/reagan_speeches_speech-5469.txt	Ronald Reagan	Farewell Address at the Republican National Convention 	August 15, 1988
../data/reagan_speeches_speech-5868.txt	Ronald Reagan	Address to the United Nations 	September 26, 1988
../data/reagan_speeches_speech-3417.txt	Ronald Reagan	Remarks at the Veteran&#8217;s Day Ceremony 	November 11, 1988
../data/reagan_speeches_speech-5470.txt	Ronald Reagan	Speech on Foreign Policy 	December 16, 1988
../data/reagan_speeches_speech-3418.txt	Ronald Reagan	Farewell Address 	January 11, 1989
../data/carter_speeches_speech-5546.txt	Jimmy Carter	Debate with President Gerald Ford  	Domestic Issues
../data/carter_speeches_speech-5538.txt	Jimmy Carter	Debate with President Gerald Ford  	Foreign and Defense Issues
../data/carter_speeches_speech-5539.txt	Jimmy Carter	Debate with President Gerald Ford 	October 22, 1976
../data/carter_speeches_speech-3286.txt	Jimmy Carter	Inaugural Address 	January 20, 1977
../data/carter_speeches_speech-3396.txt	Jimmy Carter	Report to the American People on Energy 	February 2, 1977
../data/carter_speeches_speech-3397.txt	Jimmy Carter	Remarks at President Carter&#8217;s Press Conference 	March 9, 1977
../data/carter_speeches_speech-3398.txt	Jimmy Carter	Address to the Nation on Energy 	April 18, 1977
../data/carter_speeches_speech-3399.txt	Jimmy Carter	University of Notre Dame Commencement 	May 22, 1977
../data/carter_speeches_speech-3928.txt	Jimmy Carter	Statement on the Panama Canal Treaty Signing 	September 7, 1977
../data/carter_speeches_speech-3400.txt	Jimmy Carter	Address to the Nation on Energy 	November 8, 1977
../data/carter_speeches_speech-5537.txt	Jimmy Carter	State of the Union Address 	January 19, 1978
../data/carter_speeches_speech-3401.txt	Jimmy Carter	President Carter&#8217;s Remarks on Joint Statement at Camp David Summit 	September 17, 1978
../data/carter_speeches_speech-5547.txt	Jimmy Carter	Anti-Inflation Program Speech 	October 24, 1978
../data/carter_speeches_speech-3935.txt	Jimmy Carter	Speech on Establishing Diplomatic Relations with China 	December 15, 1978
../data/carter_speeches_speech-5533.txt	Jimmy Carter	State of the Union Address 	January 23, 1979
../data/carter_speeches_speech-3402.txt	Jimmy Carter	&#8220;Crisis of Confidence&#8221; Speech 	July 15, 1979
../data/carter_speeches_speech-3403.txt	Jimmy Carter	Speech on Afghanistan 	January 4, 1980
../data/carter_speeches_speech-3404.txt	Jimmy Carter	State of the Union Address 	January 23, 1980
../data/carter_speeches_speech-3936.txt	Jimmy Carter	Statement on the Iran Rescue Mission 	April 25, 1980
../data/carter_speeches_speech-5534.txt	Jimmy Carter	Acceptance Speech at the Democratic National Convention 	August 14, 1980
../data/carter_speeches_speech-5535.txt	Jimmy Carter	Debate with Ronald Reagan 	October 28, 1980
../data/carter_speeches_speech-5536.txt	Jimmy Carter	Farewell Speech 	January 14, 1981
../data/ford_speeches_speech-3390.txt	Gerald Ford	Remarks on Taking the Oath of Office 	August 9, 1974
../data/ford_speeches_speech-5598.txt	Gerald Ford	Remarks on Pardoning Richard Nixon 	September 8, 1974
../data/ford_speeches_speech-3522.txt	Gerald Ford	Remarks on Clemency for Vietnam Era Draft Evaders 	September 16, 1974
../data/ford_speeches_speech-5498.txt	Gerald Ford	Address to the General Assembly of the United Nations 	September 18, 1974
../data/ford_speeches_speech-3283.txt	Gerald Ford	&#8220;Whip Inflation Now&#8221; Speech 	October 8, 1974
../data/ford_speeches_speech-5499.txt	Gerald Ford	State of the Union Address 	January 15, 1975
../data/ford_speeches_speech-5500.txt	Gerald Ford	Address on U.S. Foreign Policy 	April 10, 1975
../data/ford_speeches_speech-3392.txt	Gerald Ford	Remarks at Tulane University 	April 23, 1975
../data/ford_speeches_speech-3985.txt	Gerald Ford	Address on Energy Policy 	May 27, 1975
../data/ford_speeches_speech-3393.txt	Gerald Ford	Remarks in Helsinki 	August 1, 1975
../data/ford_speeches_speech-5501.txt	Gerald Ford	Address at the University of Hawaii 	December 7, 1975
../data/ford_speeches_speech-5599.txt	Gerald Ford	State of the Union Address 	January 19, 1976
../data/ford_speeches_speech-3394.txt	Gerald Ford	Republican National Convention 	August 19, 1976
../data/ford_speeches_speech-5600.txt	Gerald Ford	State of the Union Address 	January 12, 1977
../data/nixon_speeches_speech-4638.txt	Richard Nixon	&#8220;Checkers&#8221; Speech 	September 23, 1952
../data/nixon_speeches_speech-3587.txt	Richard Nixon	First Inaugural Address 	January 20, 1969
../data/nixon_speeches_speech-3873.txt	Richard Nixon	Address to the Nation on the War in Vietnam 	November 3, 1969
../data/nixon_speeches_speech-3889.txt	Richard Nixon	State of the Union Address 	January 22, 1970
../data/nixon_speeches_speech-3890.txt	Richard Nixon	Address to the Nation on the Situation in Southeast Asia 	April 30, 1970
../data/nixon_speeches_speech-3874.txt	Richard Nixon	State of the Union Address 	January 22, 1971
../data/nixon_speeches_speech-3875.txt	Richard Nixon	Radio Address About Second Annual Foreign Policy Report to the Congress 	February 25, 1971
../data/nixon_speeches_speech-3876.txt	Richard Nixon	Address to the Nation on the Situation in Southeast Asia 	April 7, 1971
../data/nixon_speeches_speech-3877.txt	Richard Nixon	Remarks Announcing an Agreement on Strategic Arms Limitation Talks 	May 20, 1971
../data/nixon_speeches_speech-3878.txt	Richard Nixon	State of the Union Address 	January 20, 1972
../data/nixon_speeches_speech-3879.txt	Richard Nixon	Address to the Nation on Plan for Peace in Vietnam 	January 25, 1972
../data/nixon_speeches_speech-3880.txt	Richard Nixon	Address to the Nation on the Situation in Southeast Asia 	May 8, 1972
../data/nixon_speeches_speech-3881.txt	Richard Nixon	Remarks on Election Eve 	November 6, 1972
../data/nixon_speeches_speech-3882.txt	Richard Nixon	Remarks on Being Reelected to the Presidency 	November 7, 1972
../data/nixon_speeches_speech-3588.txt	Richard Nixon	Second Inaugural Address 	January 20, 1973
../data/nixon_speeches_speech-3884.txt	Richard Nixon	Address to the Nation Announcing an Agreement on Ending the War in Vietnam 	January 23, 1973
../data/nixon_speeches_speech-3885.txt	Richard Nixon	Address to the Nation About the Watergate Investigations 	April 30, 1973
../data/nixon_speeches_speech-3886.txt	Richard Nixon	Address to the Nation About the Watergate Investigations 	August 15, 1973
../data/nixon_speeches_speech-3887.txt	Richard Nixon	State of the Union Address 	January 30, 1974
../data/nixon_speeches_speech-3888.txt	Richard Nixon	The President&#8217;s News Conference 	February 25, 1974
../data/nixon_speeches_speech-3872.txt	Richard Nixon	Address to the Nation on Presidential Tape Recordings 	April 29, 1974
../data/nixon_speeches_speech-3871.txt	Richard Nixon	Address to the Nation Announcing Decision To Resign the Office of President 	August 8, 1974
../data/nixon_speeches_speech-3891.txt	Richard Nixon	Remarks on Departure From the White House 	August 9, 1974
../data/lbjohnson_speeches_speech-3380.txt	Lyndon B. Johnson	Remarks at Gettysburg on Civil Rights 	May 30, 1963
../data/lbjohnson_speeches_speech-3381.txt	Lyndon B. Johnson	Address to Joint Session of Congress 	November 27, 1963
../data/lbjohnson_speeches_speech-5657.txt	Lyndon B. Johnson	Thanksgiving Message 	November 28, 1963
../data/lbjohnson_speeches_speech-5658.txt	Lyndon B. Johnson	Address to the U.N. General Assembly 	December 17, 1963
../data/lbjohnson_speeches_speech-3382.txt	Lyndon B. Johnson	State of the Union 	January 8, 1964
../data/lbjohnson_speeches_speech-5898.txt	Lyndon B. Johnson	Press Conference 	February 1, 1964
../data/lbjohnson_speeches_speech-3523.txt	Lyndon B. Johnson	Remarks at the Ninety Sixth Charter Day Observances 	February 21, 1964
../data/lbjohnson_speeches_speech-5899.txt	Lyndon B. Johnson	Press Conference at the State Department 	February 29, 1964
../data/lbjohnson_speeches_speech-5900.txt	Lyndon B. Johnson	Press Conference at the White House 	March 7, 1964
../data/lbjohnson_speeches_speech-5901.txt	Lyndon B. Johnson	Press Conference at the State Department 	April 16, 1964
../data/lbjohnson_speeches_speech-5659.txt	Lyndon B. Johnson	Speech to the Associated Press Luncheon 	April 20, 1964
../data/lbjohnson_speeches_speech-5902.txt	Lyndon B. Johnson	Press Conference on the South Lawn 	May 6, 1964
../data/lbjohnson_speeches_speech-3383.txt	Lyndon B. Johnson	Remarks at the University of Michigan 	May 22, 1964
../data/lbjohnson_speeches_speech-3525.txt	Lyndon B. Johnson	Remarks upon Signing the Civil Rights Bill 	July 2, 1964
../data/lbjohnson_speeches_speech-5903.txt	Lyndon B. Johnson	Press Conference at the State Department 	July 24, 1964
../data/lbjohnson_speeches_speech-3998.txt	Lyndon B. Johnson	Report on the Gulf of Tonkin Incident 	August 4, 1964
../data/lbjohnson_speeches_speech-5930.txt	Lyndon B. Johnson	Remarks on Vietnam at Syracuse University 	August 5, 1964
../data/lbjohnson_speeches_speech-5660.txt	Lyndon B. Johnson	Acceptance Speech at the Democratic National Convention 	August 27, 1964
../data/lbjohnson_speeches_speech-3526.txt	Lyndon B. Johnson	Speech at the Jung Hotel, New Orleans 	October 9, 1964
../data/lbjohnson_speeches_speech-5661.txt	Lyndon B. Johnson	Report to the Nation on Events in China and the USSR 	October 18, 1964
../data/lbjohnson_speeches_speech-4000.txt	Lyndon B. Johnson	State of the Union 	January 4, 1965
../data/lbjohnson_speeches_speech-4031.txt	Lyndon B. Johnson	Inaugural Address 	January 20, 1965
../data/lbjohnson_speeches_speech-5904.txt	Lyndon B. Johnson	Press Conference 	February 4, 1965
../data/lbjohnson_speeches_speech-5905.txt	Lyndon B. Johnson	Press Conference at the White House 	March 13, 1965
../data/lbjohnson_speeches_speech-3386.txt	Lyndon B. Johnson	Speech Before Congress on Voting Rights 	March 15, 1965
../data/lbjohnson_speeches_speech-5906.txt	Lyndon B. Johnson	Press Conference at the LBJ Ranch 	March 20, 1965
../data/lbjohnson_speeches_speech-5933.txt	Lyndon B. Johnson	Remarks at a Reception for Astronauts Grissom and Young 	March 26, 1965
../data/lbjohnson_speeches_speech-5932.txt	Lyndon B. Johnson	Statement on Arrests in Violo Liuzzo Murder 	March 26, 1965
../data/lbjohnson_speeches_speech-5662.txt	Lyndon B. Johnson	Address at Johns Hopkins University 	April 7, 1965
../data/lbjohnson_speeches_speech-5907.txt	Lyndon B. Johnson	Press Conference in the East Room 	April 27, 1965
../data/lbjohnson_speeches_speech-4032.txt	Lyndon B. Johnson	Statement on Sending Troops to the Dominican Republic 	April 28, 1965
../data/lbjohnson_speeches_speech-4033.txt	Lyndon B. Johnson	Report on the Situation in the Dominican Republic 	May 2, 1965
../data/lbjohnson_speeches_speech-5934.txt	Lyndon B. Johnson	Speech to the Association of American Editorial Cartoonists 	May 13, 1965
../data/lbjohnson_speeches_speech-5908.txt	Lyndon B. Johnson	Press Conference in the East Room 	June 1, 1965
../data/lbjohnson_speeches_speech-3387.txt	Lyndon B. Johnson	Remarks at the Howard University Commencement 	June 4, 1965
../data/lbjohnson_speeches_speech-5935.txt	Lyndon B. Johnson	Remarks at the Manned Space Flight Center 	June 11, 1965
../data/lbjohnson_speeches_speech-5664.txt	Lyndon B. Johnson	Remarks on the 20th Anniversary of the U.N. Charter 	June 25, 1965
../data/lbjohnson_speeches_speech-5909.txt	Lyndon B. Johnson	Press Conference in the East Room 	July 13, 1965
../data/lbjohnson_speeches_speech-5910.txt	Lyndon B. Johnson	Press Conference 	July 28, 1965
../data/lbjohnson_speeches_speech-4034.txt	Lyndon B. Johnson	Remarks on the Signing of the Voting Rights Act 	August 6, 1965
../data/lbjohnson_speeches_speech-5911.txt	Lyndon B. Johnson	Press Conference at the White House 	August 25, 1965
../data/lbjohnson_speeches_speech-4035.txt	Lyndon B. Johnson	State of the Union 	January 12, 1966
../data/lbjohnson_speeches_speech-5936.txt	Lyndon B. Johnson	Statement on the Resumption of Bombing in North Vietnam 	January 31, 1966
../data/lbjohnson_speeches_speech-5937.txt	Lyndon B. Johnson	Remarks on Receiving the National Freedom Award 	February 23, 1966
../data/lbjohnson_speeches_speech-5938.txt	Lyndon B. Johnson	Speech Before the Foreign Institute 	March 23, 1966
../data/lbjohnson_speeches_speech-5939.txt	Lyndon B. Johnson	Remarks in Omaha, Nebraska 	June 30, 1966
../data/lbjohnson_speeches_speech-5912.txt	Lyndon B. Johnson	Press Conference at the LBJ Ranch 	July 5, 1966
../data/lbjohnson_speeches_speech-4038.txt	Lyndon B. Johnson	Speech on U.S. Foreign Policy in Asia 	July 12, 1966
../data/lbjohnson_speeches_speech-5913.txt	Lyndon B. Johnson	Press Conference in the East Room 	July 20, 1966
../data/lbjohnson_speeches_speech-5914.txt	Lyndon B. Johnson	Press Conference 	October 6, 1966
../data/lbjohnson_speeches_speech-5525.txt	Lyndon B. Johnson	Remarks on the Creation of the Department of Transportation 	October 15, 1966
../data/lbjohnson_speeches_speech-5915.txt	Lyndon B. Johnson	Remarks on Departing for the Asia-Pacific Trip 	October 17, 1966
../data/lbjohnson_speeches_speech-5916.txt	Lyndon B. Johnson	Press Conference 	December 31, 1966
../data/lbjohnson_speeches_speech-5665.txt	Lyndon B. Johnson	State of the Union Address 	January 10, 1967
../data/lbjohnson_speeches_speech-5917.txt	Lyndon B. Johnson	Press Conference 	February 2, 1967
../data/lbjohnson_speeches_speech-5918.txt	Lyndon B. Johnson	Press Conference 	March 9, 1967
../data/lbjohnson_speeches_speech-5940.txt	Lyndon B. Johnson	Address on Vietnam to the Tennessee General Assembly 	March 15, 1967
../data/lbjohnson_speeches_speech-4039.txt	Lyndon B. Johnson	Address After Ordering Federal Troops to Detroit, Michigan 	July 24, 1967
../data/lbjohnson_speeches_speech-4040.txt	Lyndon B. Johnson	Speech to the Nation on Civil Disorders 	July 27, 1967
../data/lbjohnson_speeches_speech-5919.txt	Lyndon B. Johnson	Press Conference 	August 18, 1967
../data/lbjohnson_speeches_speech-4041.txt	Lyndon B. Johnson	Speech on Vietnam 	September 29, 1967
../data/lbjohnson_speeches_speech-5920.txt	Lyndon B. Johnson	Press Conference 	November 17, 1967
../data/lbjohnson_speeches_speech-5921.txt	Lyndon B. Johnson	A Conversation with President Lyndon Johnson 	December 19, 1967
